username,latitude,longitude,noise_value,timestamp,tolerance_level,noise_category,region_category,aqi_value
Abhimanyu,22.50241667,88.38181667,64.9,21-01-2018 02:10,Normal,Traffic,Street/Road,0
Abhimanyu,22.50241667,88.38181667,63.7,21-01-2018 02:10,Normal,Traffic,Street/Road,0
Abhimanyu,22.50241667,88.38175167,64.4,21-01-2018 02:10,Normal,Traffic,Street/Road,0
Abhimanyu,22.50243,88.381675,67.2,21-01-2018 02:10,Normal,Traffic,Street/Road,0
Abhimanyu,22.50248667,88.381565,66.2,21-01-2018 02:10,Normal,Traffic,Street/Road,0
Abhimanyu,22.50255167,88.38142333,66.8,21-01-2018 02:10,Normal,Traffic,Street/Road,0
Abhimanyu,22.50262,88.381285,67.1,21-01-2018 02:11,Normal,Traffic,Street/Road,0
Abhimanyu,22.50266333,88.38114667,64.1,21-01-2018 02:11,Normal,Traffic,Street/Road,0
Abhimanyu,22.50268667,88.381035,60.1,21-01-2018 02:11,Normal,Traffic,Street/Road,0
Abhimanyu,22.50272667,88.38093833,58.7,21-01-2018 02:11,Normal,Traffic,Street/Road,0
Abhimanyu,22.50275833,88.38085667,58.6,21-01-2018 02:11,Normal,Traffic,Street/Road,0
Abhimanyu,22.50276333,88.38077333,58.3,21-01-2018 02:11,Normal,Traffic,Street/Road,0
Abhimanyu,22.502805,88.3807,56.5,21-01-2018 02:11,Normal,Traffic,Street/Road,0
Abhimanyu,22.50284167,88.38063333,63.7,21-01-2018 02:11,Normal,Traffic,Street/Road,0
Abhimanyu,22.50288,88.38058333,62.4,21-01-2018 02:11,Normal,Traffic,Street/Road,0
Abhimanyu,22.50290667,88.38055167,58.8,21-01-2018 02:11,Normal,Traffic,Street/Road,0
Abhimanyu,22.50293833,88.38052833,57.7,21-01-2018 02:11,Normal,Traffic,Street/Road,0
Abhimanyu,22.502945,88.38049833,61.6,21-01-2018 02:11,Normal,Traffic,Street/Road,0
Abhimanyu,22.50296833,88.38046333,63.5,21-01-2018 02:12,Normal,Traffic,Street/Road,0
Abhimanyu,22.50298,88.38046333,57.9,21-01-2018 02:12,Normal,Traffic,Street/Road,0
Abhimanyu,22.503,88.38048667,63.2,21-01-2018 02:12,Normal,Traffic,Street/Road,0
Abhimanyu,22.502995,88.380475,59.6,21-01-2018 02:12,Normal,Traffic,Street/Road,0
Abhimanyu,22.50300333,88.38039667,60,21-01-2018 02:12,Normal,Traffic,Street/Road,0
Abhimanyu,22.50299833,88.380295,61.6,21-01-2018 02:12,Normal,Traffic,Street/Road,0
Abhimanyu,22.50301,88.38025833,61.7,21-01-2018 02:12,Normal,Traffic,Street/Road,0
Abhimanyu,22.50298333,88.38019,56.8,21-01-2018 02:12,Normal,Traffic,Street/Road,0
Abhimanyu,22.50300167,88.38010167,57.8,21-01-2018 02:12,Normal,Traffic,Street/Road,0
Abhimanyu,22.503005,88.38002,56.9,21-01-2018 02:12,Normal,Traffic,Street/Road,0
Abhimanyu,22.50298333,88.379925,57,21-01-2018 02:12,Normal,Traffic,Street/Road,0
Abhimanyu,22.50295833,88.37983667,49.7,21-01-2018 02:12,Normal,Traffic,Street/Road,0
Abhimanyu,22.50295833,88.37974333,47.1,21-01-2018 02:13,Normal,Traffic,Street/Road,0
Abhimanyu,22.50293333,88.37965167,48.4,21-01-2018 02:13,Normal,Traffic,Street/Road,0
Abhimanyu,22.50291167,88.379575,46.7,21-01-2018 02:13,Normal,Traffic,Street/Road,0
Abhimanyu,22.50289667,88.37948667,51.1,21-01-2018 02:13,Normal,Traffic,Street/Road,0
Abhimanyu,22.50292167,88.37938167,49.4,21-01-2018 02:13,Normal,Traffic,Street/Road,0
Abhimanyu,22.502965,88.37921,38.1,21-01-2018 02:13,Normal,Traffic,Street/Road,0
Abhimanyu,22.50294167,88.37911,39.2,21-01-2018 02:13,Normal,Traffic,Street/Road,0
Abhimanyu,22.50295167,88.378975,43.8,21-01-2018 02:13,Normal,Traffic,Street/Road,0
Abhimanyu,22.50292333,88.37893,46.7,21-01-2018 02:13,Normal,Traffic,Street/Road,0
Abhimanyu,22.502895,88.378895,44.4,21-01-2018 02:13,Normal,Traffic,Street/Road,0
Abhimanyu,22.50291167,88.37885167,35.2,21-01-2018 02:13,Normal,Traffic,Street/Road,0
Abhimanyu,22.502915,88.378805,35.9,21-01-2018 02:14,Normal,Traffic,Street/Road,0
Abhimanyu,22.50292,88.37876833,35.9,21-01-2018 02:14,Normal,Traffic,Street/Road,0
Abhimanyu,22.50293167,88.37875,37.4,21-01-2018 02:14,Normal,Traffic,Street/Road,0
Abhimanyu,22.50295333,88.37871167,34.7,21-01-2018 02:14,Normal,Traffic,Street/Road,0
Abhimanyu,22.50297167,88.37865833,31.9,21-01-2018 02:14,Normal,Traffic,Street/Road,0
Abhimanyu,22.50302333,88.37856833,30.9,21-01-2018 02:14,Normal,Traffic,Street/Road,0
Abhimanyu,22.50310167,88.37845,33,21-01-2018 02:14,Normal,Traffic,Street/Road,0
Abhimanyu,22.503135,88.37839167,31.4,21-01-2018 02:14,Normal,Traffic,Street/Road,0
Abhimanyu,22.50314667,88.37829667,33,21-01-2018 02:14,Normal,Traffic,Street/Road,0
Abhimanyu,22.50316167,88.37819,32.4,21-01-2018 02:14,Normal,Traffic,Street/Road,0
Abhimanyu,22.50317833,88.37805167,39.2,21-01-2018 02:14,Normal,Traffic,Street/Road,0
Abhimanyu,22.503155,88.37799167,36.2,21-01-2018 02:15,Normal,Traffic,Street/Road,0
Abhimanyu,22.50312833,88.37794,34.4,21-01-2018 02:15,Normal,Traffic,Street/Road,0
Abhimanyu,22.50311333,88.37789167,30.2,21-01-2018 02:15,Normal,Traffic,Street/Road,0
Abhimanyu,22.50313,88.37784667,25.3,21-01-2018 02:15,Normal,Traffic,Street/Road,0
Abhimanyu,22.50316,88.37778167,30.8,21-01-2018 02:15,Normal,Traffic,Street/Road,0
Abhimanyu,22.50316167,88.37773,24.5,21-01-2018 02:15,Normal,Traffic,Street/Road,0
Abhimanyu,22.50315,88.37765667,29.1,21-01-2018 02:15,Normal,Traffic,Street/Road,0
Abhimanyu,22.50317,88.37759,38.6,21-01-2018 02:15,Normal,Traffic,Street/Road,0
Abhimanyu,22.50320833,88.377505,35.5,21-01-2018 02:15,Normal,Traffic,Street/Road,0
Abhimanyu,22.50322833,88.377435,33.3,21-01-2018 02:15,Normal,Traffic,Street/Road,0
Abhimanyu,22.50325667,88.37735167,34.9,21-01-2018 02:15,Normal,Traffic,Street/Road,0
Abhimanyu,22.50331167,88.37727,31.9,21-01-2018 02:15,Normal,Traffic,Street/Road,0
Abhimanyu,22.50326167,88.37724333,28.7,21-01-2018 02:16,Normal,Traffic,Street/Road,0
Abhimanyu,22.503275,88.377185,33.8,21-01-2018 02:16,Normal,Traffic,Street/Road,0
Abhimanyu,22.50329333,88.37698667,32.5,21-01-2018 02:16,Normal,Traffic,Street/Road,0
Abhimanyu,22.50329333,88.37689333,31.9,21-01-2018 02:16,Normal,Traffic,Street/Road,0
Abhimanyu,22.50329167,88.37680333,33.5,21-01-2018 02:16,Normal,Traffic,Street/Road,0
Abhimanyu,22.50332,88.376755,32.6,21-01-2018 02:16,Normal,Traffic,Street/Road,0
Abhimanyu,22.50334167,88.37666167,29.9,21-01-2018 02:16,Normal,Traffic,Street/Road,0
Abhimanyu,22.50335,88.37657833,33,21-01-2018 02:16,Normal,Traffic,Street/Road,0
Abhimanyu,22.50334333,88.37652333,34.4,21-01-2018 02:16,Normal,Traffic,Street/Road,0
Abhimanyu,22.503345,88.37649667,31.3,21-01-2018 02:16,Normal,Traffic,Street/Road,0
Abhimanyu,22.50337667,88.37648167,28,21-01-2018 02:16,Normal,Traffic,Street/Road,0
Abhimanyu,22.50342333,88.37646333,28.1,21-01-2018 02:17,Normal,Traffic,Street/Road,0
Abhimanyu,22.50345333,88.376445,16.3,21-01-2018 02:17,Normal,Traffic,Street/Road,0
Abhimanyu,22.503445,88.37638667,8.3,21-01-2018 02:17,Normal,Traffic,Street/Road,0
Abhimanyu,22.50344167,88.37641833,53.8,21-01-2018 02:21,Normal,Traffic,Street/Road,0
Abhimanyu,22.503425,88.376375,58.4,21-01-2018 02:21,Normal,Traffic,Street/Road,0
Abhimanyu,22.503425,88.37632833,65.5,21-01-2018 02:21,Normal,Traffic,Street/Road,0
Abhimanyu,22.50344833,88.37626167,68,21-01-2018 02:22,Normal,Traffic,Street/Road,0
Abhimanyu,22.50343,88.37619167,70.5,21-01-2018 02:22,Normal,Traffic,Street/Road,0
Abhimanyu,22.50342,88.37609833,69.1,21-01-2018 02:22,Normal,Traffic,Street/Road,0
Abhimanyu,22.50344667,88.37603,67.9,21-01-2018 02:22,Normal,Traffic,Street/Road,0
Abhimanyu,22.50349667,88.375975,66.6,21-01-2018 02:22,Normal,Traffic,Street/Road,0
Abhimanyu,22.50351833,88.37592167,69.6,21-01-2018 02:22,Normal,Traffic,Street/Road,0
Abhimanyu,22.50354833,88.37586833,67.5,21-01-2018 02:22,Normal,Traffic,Street/Road,0
Abhimanyu,22.50358167,88.37584,64.6,21-01-2018 02:22,Normal,Traffic,Street/Road,0
Abhimanyu,22.50359667,88.3758,70.4,21-01-2018 02:22,Normal,Traffic,Street/Road,0
Abhimanyu,22.50358167,88.37570333,68.1,21-01-2018 02:22,Normal,Traffic,Street/Road,0
Abhimanyu,22.50358,88.37563667,59.5,21-01-2018 02:22,Normal,Traffic,Street/Road,0
Abhimanyu,22.503585,88.37555667,58.9,21-01-2018 02:22,Normal,Traffic,Street/Road,0
Abhimanyu,22.50358833,88.375485,61.1,21-01-2018 02:23,Normal,Traffic,Street/Road,0
Abhimanyu,22.50359833,88.37541167,58.1,21-01-2018 02:23,Normal,Traffic,Street/Road,0
Abhimanyu,22.50360667,88.37539333,53.3,21-01-2018 02:23,Normal,Traffic,Street/Road,0
Abhimanyu,22.50360667,88.37539333,53.5,21-01-2018 02:23,Normal,Traffic,Street/Road,0
Abhimanyu,22.50360667,88.37539333,55.5,21-01-2018 02:23,Normal,Traffic,Street/Road,0
Abhimanyu,22.50360667,88.37539333,58.6,21-01-2018 02:23,Normal,Traffic,Street/Road,0
Abhimanyu,22.50364333,88.37532167,64.6,21-01-2018 02:23,Normal,Traffic,Street/Road,0
Abhimanyu,22.50365333,88.375305,59.2,21-01-2018 02:23,Normal,Traffic,Street/Road,0
Abhimanyu,22.50366667,88.375285,64,21-01-2018 02:23,Normal,Traffic,Street/Road,0
Abhimanyu,22.50367167,88.375255,60.8,21-01-2018 02:23,Normal,Traffic,Street/Road,0
Abhimanyu,22.50369333,88.37519667,63.9,21-01-2018 02:23,Normal,Traffic,Street/Road,0
Abhimanyu,22.50371833,88.37514167,63.3,21-01-2018 02:23,Normal,Traffic,Street/Road,0
Abhimanyu,22.50375333,88.37508833,65.4,21-01-2018 02:24,Normal,Traffic,Street/Road,0
Abhimanyu,22.50380833,88.375045,66.4,21-01-2018 02:24,Normal,Traffic,Street/Road,0
Abhimanyu,22.50382833,88.37497,65.9,21-01-2018 02:24,Normal,Traffic,Street/Road,0
Abhimanyu,22.50384333,88.37493333,63.4,21-01-2018 02:24,Normal,Traffic,Street/Road,0
Abhimanyu,22.50384667,88.37492,65.9,21-01-2018 02:24,Normal,Traffic,Street/Road,0
Abhimanyu,22.50388667,88.37481833,66.1,21-01-2018 02:24,Normal,Traffic,Street/Road,0
Abhimanyu,22.50389833,88.374785,57.6,21-01-2018 02:24,Normal,Traffic,Street/Road,0
Abhimanyu,22.50390667,88.37474167,60.2,21-01-2018 02:24,Normal,Traffic,Street/Road,0
Abhimanyu,22.50390667,88.37474167,58.1,21-01-2018 02:24,Normal,Traffic,Street/Road,0
Abhimanyu,22.50393167,88.37462167,60.4,21-01-2018 02:24,Normal,Traffic,Street/Road,0
Abhimanyu,22.503975,88.37451167,62.5,21-01-2018 02:24,Normal,Traffic,Street/Road,0
Abhimanyu,22.50401833,88.374425,60.5,21-01-2018 02:24,Normal,Traffic,Street/Road,0
Abhimanyu,22.50408333,88.37435333,66.4,21-01-2018 02:25,Normal,Traffic,Street/Road,0
Abhimanyu,22.50410333,88.37427,62.7,21-01-2018 02:25,Normal,Traffic,Street/Road,0
Abhimanyu,22.50409167,88.37417,66.2,21-01-2018 02:25,Normal,Traffic,Street/Road,0
Abhimanyu,22.50409833,88.37406167,65.8,21-01-2018 02:25,Normal,Traffic,Street/Road,0
Abhimanyu,22.504115,88.373945,55.9,21-01-2018 02:25,Normal,Traffic,Street/Road,0
Abhimanyu,22.50415333,88.37380333,57.3,21-01-2018 02:25,Normal,Traffic,Street/Road,0
Abhimanyu,22.50417167,88.37366833,56.5,21-01-2018 02:25,Normal,Traffic,Street/Road,0
Abhimanyu,22.50418833,88.37353833,52.9,21-01-2018 02:25,Normal,Traffic,Street/Road,0
Abhimanyu,22.50419167,88.37341667,53,21-01-2018 02:25,Normal,Traffic,Street/Road,0
Abhimanyu,22.50419167,88.37337167,52.7,21-01-2018 02:25,Normal,Traffic,Street/Road,0
Abhimanyu,22.50419167,88.37329833,56.9,21-01-2018 02:25,Normal,Traffic,Street/Road,0
Abhimanyu,22.50421833,88.37326833,62.9,21-01-2018 02:25,Normal,Traffic,Street/Road,0
Abhimanyu,22.50424,88.37328167,62.7,21-01-2018 02:26,Normal,Traffic,Street/Road,0
Abhimanyu,22.50420667,88.37324,57.8,21-01-2018 02:26,Normal,Traffic,Street/Road,0
Abhimanyu,22.50417,88.37313667,55.5,21-01-2018 02:26,Normal,Traffic,Street/Road,0
Abhimanyu,22.504135,88.37301167,57.2,21-01-2018 02:26,Normal,Traffic,Street/Road,0
Abhimanyu,22.50410333,88.372935,48.6,21-01-2018 02:26,Normal,Traffic,Street/Road,0
Abhimanyu,22.50409667,88.37289167,45.8,21-01-2018 02:26,Normal,Traffic,Street/Road,0
Abhimanyu,22.504075,88.37282,46.4,21-01-2018 02:26,Normal,Traffic,Street/Road,0
Abhimanyu,22.50406,88.37271667,52.5,21-01-2018 02:26,Normal,Traffic,Street/Road,0
Abhimanyu,22.50406667,88.37267333,59.1,21-01-2018 02:26,Normal,Traffic,Street/Road,0
Abhimanyu,22.50407833,88.37267833,63.7,21-01-2018 02:26,Normal,Traffic,Street/Road,0
Abhimanyu,22.50409333,88.37264667,64.8,21-01-2018 02:26,Normal,Traffic,Street/Road,0
Abhimanyu,22.50408,88.372605,64.6,21-01-2018 02:26,Normal,Traffic,Street/Road,0
Abhimanyu,22.50404333,88.37254,62.8,21-01-2018 02:27,Normal,Traffic,Street/Road,0
Abhimanyu,22.50401667,88.37242833,60,21-01-2018 02:27,Normal,Traffic,Street/Road,0
Abhimanyu,22.503975,88.37228333,57.5,21-01-2018 02:27,Normal,Traffic,Street/Road,0
Abhimanyu,22.50397333,88.37215833,59.7,21-01-2018 02:27,Normal,Traffic,Street/Road,0
Abhimanyu,22.50396333,88.37204333,57.9,21-01-2018 02:27,Normal,Traffic,Street/Road,0
Abhimanyu,22.50393833,88.371965,58.2,21-01-2018 02:27,Normal,Traffic,Street/Road,0
Abhimanyu,22.50393167,88.37190667,58.3,21-01-2018 02:27,Normal,Traffic,Street/Road,0
Abhimanyu,22.503915,88.37185,57.9,21-01-2018 02:27,Normal,Traffic,Street/Road,0
Abhimanyu,22.5039,88.37181333,59.1,21-01-2018 02:27,Normal,Traffic,Street/Road,0
Abhimanyu,22.50389167,88.37177,51.8,21-01-2018 02:27,Normal,Traffic,Street/Road,0
Abhimanyu,22.50388333,88.37173333,52.3,21-01-2018 02:27,Normal,Traffic,Street/Road,0
Abhimanyu,22.50389167,88.37173167,57.6,21-01-2018 02:27,Normal,Traffic,Street/Road,0
Abhimanyu,22.50389167,88.37173167,58.4,21-01-2018 02:28,Normal,Traffic,Street/Road,0
Abhimanyu,22.50388833,88.37168667,61.6,21-01-2018 02:28,Normal,Traffic,Street/Road,0
Abhimanyu,22.50387167,88.37162333,56.2,21-01-2018 02:28,Normal,Traffic,Street/Road,0
Abhimanyu,22.50383833,88.371505,57.2,21-01-2018 02:28,Normal,Traffic,Street/Road,0
Abhimanyu,22.503815,88.37141833,58.2,21-01-2018 02:28,Normal,Traffic,Street/Road,0
Abhimanyu,22.5038,88.37130333,52.3,21-01-2018 02:28,Normal,Traffic,Street/Road,0
Abhimanyu,22.50377667,88.37121333,62.1,21-01-2018 02:28,Normal,Traffic,Street/Road,0
Abhimanyu,22.50375833,88.37115,60.2,21-01-2018 02:28,Normal,Traffic,Street/Road,0
Abhimanyu,22.50375,88.37107833,59.5,21-01-2018 02:28,Normal,Traffic,Street/Road,0
Abhimanyu,22.50374333,88.37102667,56,21-01-2018 02:28,Normal,Traffic,Street/Road,0
Abhimanyu,22.50374,88.37097333,57.7,21-01-2018 02:28,Normal,Traffic,Street/Road,0
Abhimanyu,22.50374,88.37092833,56.3,21-01-2018 02:28,Normal,Traffic,Street/Road,0
Abhimanyu,22.50374333,88.3709,53.2,21-01-2018 02:29,Normal,Traffic,Street/Road,0
Abhimanyu,22.50374667,88.37087,53.5,21-01-2018 02:29,Normal,Traffic,Street/Road,0
Abhimanyu,22.503765,88.37078833,54.4,21-01-2018 02:29,Normal,Traffic,Street/Road,0
Abhimanyu,22.50375,88.37075333,57.6,21-01-2018 02:29,Normal,Traffic,Street/Road,0
Abhimanyu,22.50372833,88.37071667,58.8,21-01-2018 02:29,Normal,Traffic,Street/Road,0
Abhimanyu,22.50374,88.37067333,58.2,21-01-2018 02:29,Normal,Traffic,Street/Road,0
Abhimanyu,22.50374,88.37063333,55.5,21-01-2018 02:29,Normal,Traffic,Street/Road,0
Abhimanyu,22.50373333,88.37058167,53.4,21-01-2018 02:29,Normal,Traffic,Street/Road,0
Abhimanyu,22.50375667,88.370525,51.4,21-01-2018 02:29,Normal,Traffic,Street/Road,0
Abhimanyu,22.50377167,88.37045333,51.6,21-01-2018 02:29,Normal,Traffic,Street/Road,0
Abhimanyu,22.503765,88.37035,58,21-01-2018 02:29,Normal,Traffic,Street/Road,0
Abhimanyu,22.50375,88.37026,56.6,21-01-2018 02:29,Normal,Traffic,Street/Road,0
Abhimanyu,22.503685,88.37015,51.1,21-01-2018 02:30,Normal,Traffic,Street/Road,0
Abhimanyu,22.50364833,88.37004667,58.4,21-01-2018 02:30,Normal,Traffic,Street/Road,0
Abhimanyu,22.50364,88.36991667,62.2,21-01-2018 02:30,Normal,Traffic,Street/Road,0
Abhimanyu,22.50361667,88.36980333,61.8,21-01-2018 02:30,Normal,Traffic,Street/Road,0
Abhimanyu,22.50357167,88.36968167,60.9,21-01-2018 02:30,Normal,Traffic,Street/Road,0
Abhimanyu,22.50352167,88.36955,59.3,21-01-2018 02:30,Normal,Traffic,Street/Road,0
Abhimanyu,22.50346833,88.36941,61.4,21-01-2018 02:30,Normal,Traffic,Street/Road,0
Abhimanyu,22.50345667,88.369305,65.4,21-01-2018 02:30,Normal,Traffic,Street/Road,0
Abhimanyu,22.50345167,88.36922,66.2,21-01-2018 02:30,Normal,Traffic,Street/Road,0
Abhimanyu,22.50344833,88.369135,58.7,21-01-2018 02:30,Normal,Traffic,Street/Road,0
Abhimanyu,22.50340667,88.369065,57.1,21-01-2018 02:30,Normal,Traffic,Street/Road,0
Abhimanyu,22.50337167,88.36899167,56.2,21-01-2018 02:30,Normal,Traffic,Street/Road,0
Abhimanyu,22.503335,88.36893833,56.4,21-01-2018 02:31,Normal,Traffic,Street/Road,0
Abhimanyu,22.50330333,88.36885167,56.5,21-01-2018 02:31,Normal,Traffic,Street/Road,0
Abhimanyu,22.50329333,88.36881,54.7,21-01-2018 02:31,Normal,Traffic,Street/Road,0
Abhimanyu,22.50323,88.36875833,59.5,21-01-2018 02:31,Normal,Traffic,Street/Road,0
Abhimanyu,22.50318167,88.36866667,62.4,21-01-2018 02:31,Normal,Traffic,Street/Road,0
Abhimanyu,22.503185,88.368675,63,21-01-2018 02:31,Normal,Traffic,Street/Road,0
Abhimanyu,22.503175,88.36860833,65.9,21-01-2018 02:31,Normal,Traffic,Street/Road,0
Abhimanyu,22.50311833,88.368545,62.7,21-01-2018 02:31,Normal,Traffic,Street/Road,0
Abhimanyu,22.50307667,88.36848333,56.2,21-01-2018 02:31,Normal,Traffic,Street/Road,0
Abhimanyu,22.503045,88.36844333,57.6,21-01-2018 02:31,Normal,Traffic,Street/Road,0
Abhimanyu,22.50304667,88.368435,57.2,21-01-2018 02:31,Normal,Traffic,Street/Road,0
Abhimanyu,22.50303167,88.36841667,56.6,21-01-2018 02:31,Normal,Traffic,Street/Road,0
Abhimanyu,22.50301333,88.36838833,56.5,21-01-2018 02:32,Normal,Traffic,Street/Road,0
Abhimanyu,22.50303833,88.36835167,56.8,21-01-2018 02:32,Normal,Traffic,Street/Road,0
Abhimanyu,22.50306,88.36829667,59.3,21-01-2018 02:32,Normal,Traffic,Street/Road,0
Abhimanyu,22.50307167,88.36821667,60.1,21-01-2018 02:32,Normal,Traffic,Street/Road,0
Abhimanyu,22.50305167,88.36815,57.6,21-01-2018 02:32,Normal,Traffic,Street/Road,0
Abhimanyu,22.50305333,88.368135,60.4,21-01-2018 02:32,Normal,Traffic,Street/Road,0
Abhimanyu,22.50290167,88.36802667,58.2,21-01-2018 02:32,Normal,Traffic,Street/Road,0
Abhimanyu,22.50284833,88.36804667,57.4,21-01-2018 02:32,Normal,Traffic,Street/Road,0
Abhimanyu,22.50281,88.36807167,55.4,21-01-2018 02:32,Normal,Traffic,Street/Road,0
Abhimanyu,22.50273667,88.36805,53.3,21-01-2018 02:33,Normal,Traffic,Street/Road,0
Abhimanyu,22.502665,88.36806333,56.3,21-01-2018 02:33,Normal,Traffic,Street/Road,0
Abhimanyu,22.50257167,88.36807667,57.8,21-01-2018 02:33,Normal,Traffic,Street/Road,0
Abhimanyu,22.50248667,88.36809667,55.3,21-01-2018 02:33,Normal,Traffic,Street/Road,0
Abhimanyu,22.50242167,88.368125,55.6,21-01-2018 02:33,Normal,Traffic,Street/Road,0
Abhimanyu,22.502365,88.368155,51.4,21-01-2018 02:33,Normal,Traffic,Street/Road,0
Abhimanyu,22.50229667,88.36816833,51,21-01-2018 02:33,Normal,Traffic,Street/Road,0
Abhimanyu,22.50222,88.36816833,54.6,21-01-2018 02:33,Normal,Traffic,Street/Road,0
Abhimanyu,22.50215,88.36820333,55.2,21-01-2018 02:33,Normal,Traffic,Street/Road,0
Abhimanyu,22.502075,88.36823167,54.9,21-01-2018 02:33,Normal,Traffic,Street/Road,0
Abhimanyu,22.50201167,88.36825,55.3,21-01-2018 02:33,Normal,Traffic,Street/Road,0
Abhimanyu,22.501955,88.36827667,53.3,21-01-2018 02:33,Normal,Traffic,Street/Road,0
Abhimanyu,22.50189167,88.36832333,54.1,21-01-2018 02:34,Normal,Traffic,Street/Road,0
Abhimanyu,22.501835,88.368345,48.4,21-01-2018 02:34,Normal,Traffic,Street/Road,0
Abhimanyu,22.501765,88.36838833,47.4,21-01-2018 02:34,Normal,Traffic,Street/Road,0
Abhimanyu,22.50169,88.36842,54.2,21-01-2018 02:34,Normal,Traffic,Street/Road,0
Abhimanyu,22.50159833,88.36846167,60.6,21-01-2018 02:34,Normal,Traffic,Street/Road,0
Abhimanyu,22.50153333,88.36852,58.9,21-01-2018 02:34,Normal,Traffic,Street/Road,0
Abhimanyu,22.50148167,88.36856833,55,21-01-2018 02:34,Normal,Traffic,Street/Road,0
Abhimanyu,22.50145167,88.36859667,55.2,21-01-2018 02:34,Normal,Traffic,Street/Road,0
Abhimanyu,22.501415,88.36861333,60.7,21-01-2018 02:34,Normal,Traffic,Street/Road,0
Abhimanyu,22.50139,88.368625,55.5,21-01-2018 02:34,Normal,Traffic,Street/Road,0
Abhimanyu,22.50135833,88.36862667,54.3,21-01-2018 02:34,Normal,Traffic,Street/Road,0
Abhimanyu,22.50135167,88.36863,54.5,21-01-2018 02:34,Normal,Traffic,Street/Road,0
Abhimanyu,22.50135167,88.36863,60.6,21-01-2018 02:35,Normal,Traffic,Street/Road,0
Abhimanyu,22.50135167,88.36863,59.4,21-01-2018 02:35,Normal,Traffic,Street/Road,0
Abhimanyu,22.50122667,88.36865,56.3,21-01-2018 02:35,Normal,Traffic,Street/Road,0
Abhimanyu,22.5012,88.36869333,56.5,21-01-2018 02:35,Normal,Traffic,Street/Road,0
Abhimanyu,22.5012,88.36873,58.8,21-01-2018 02:35,Normal,Traffic,Street/Road,0
Abhimanyu,22.50115667,88.36876167,53.5,21-01-2018 02:35,Normal,Traffic,Street/Road,0
Abhimanyu,22.50102667,88.368765,54.5,21-01-2018 02:35,Normal,Traffic,Street/Road,0
Abhimanyu,22.500795,88.36886333,56.1,21-01-2018 02:35,Normal,Traffic,Street/Road,0
Abhimanyu,22.50072667,88.36889,62.4,21-01-2018 02:35,Normal,Traffic,Street/Road,0
Abhimanyu,22.50063667,88.36893667,55.3,21-01-2018 02:35,Normal,Traffic,Street/Road,0
Abhimanyu,22.5006,88.36895667,51.1,21-01-2018 02:35,Normal,Traffic,Street/Road,0
Abhimanyu,22.50057833,88.36897333,51.2,21-01-2018 02:35,Normal,Traffic,Street/Road,0
Abhimanyu,22.500555,88.368985,51.9,21-01-2018 02:36,Normal,Traffic,Street/Road,0
Abhimanyu,22.50054667,88.36899,50.6,21-01-2018 02:36,Normal,Traffic,Street/Road,0
Abhimanyu,22.50052667,88.36901,47.9,21-01-2018 02:36,Normal,Traffic,Street/Road,0
Abhimanyu,22.50048833,88.36903,56.1,21-01-2018 02:36,Normal,Traffic,Street/Road,0
Abhimanyu,22.50044,88.36905333,55.6,21-01-2018 02:36,Normal,Traffic,Street/Road,0
Abhimanyu,22.50042,88.369065,53.7,21-01-2018 02:36,Normal,Traffic,Street/Road,0
Abhimanyu,22.50042,88.369065,56.9,21-01-2018 02:36,Normal,Traffic,Street/Road,0
Abhimanyu,22.50040667,88.36910167,58.8,21-01-2018 02:36,Normal,Traffic,Street/Road,0
Abhimanyu,22.50035167,88.36913,60.2,21-01-2018 02:36,Normal,Traffic,Street/Road,0
Abhimanyu,22.50029333,88.369175,61.1,21-01-2018 02:36,Normal,Traffic,Street/Road,0
Abhimanyu,22.500215,88.36923,57.4,21-01-2018 02:36,Normal,Traffic,Street/Road,0
Abhimanyu,22.50008667,88.36930667,55.2,21-01-2018 02:36,Normal,Traffic,Street/Road,0
Abhimanyu,22.49994167,88.36937833,55.2,21-01-2018 02:37,Normal,Traffic,Street/Road,0
Abhimanyu,22.499825,88.36941,55.6,21-01-2018 02:37,Normal,Traffic,Street/Road,0
Abhimanyu,22.49975833,88.36945167,53.4,21-01-2018 02:37,Normal,Traffic,Street/Road,0
Abhimanyu,22.49973,88.36945833,52.6,21-01-2018 02:37,Normal,Traffic,Street/Road,0
Abhimanyu,22.49971667,88.36945,53.3,21-01-2018 02:37,Normal,Traffic,Street/Road,0
Abhimanyu,22.49966,88.36948833,54,21-01-2018 02:37,Normal,Traffic,Street/Road,0
Abhimanyu,22.49964167,88.36950667,51.8,21-01-2018 02:37,Normal,Traffic,Street/Road,0
Abhimanyu,22.49961167,88.36952333,53.5,21-01-2018 02:37,Normal,Traffic,Street/Road,0
Abhimanyu,22.49955833,88.36954833,52.1,21-01-2018 02:37,Normal,Traffic,Street/Road,0
Abhimanyu,22.49951333,88.36957833,55.3,21-01-2018 02:37,Normal,Traffic,Street/Road,0
Abhimanyu,22.49943167,88.36961167,59,21-01-2018 02:37,Normal,Traffic,Street/Road,0
Abhimanyu,22.49935333,88.36965833,59.2,21-01-2018 02:37,Normal,Traffic,Street/Road,0
Abhimanyu,22.49925167,88.36971,63.2,21-01-2018 02:38,Normal,Traffic,Street/Road,0
Abhimanyu,22.49912833,88.369755,60.2,21-01-2018 02:38,Normal,Traffic,Street/Road,0
