username,latitude,longitude,noise_value,date_time,tolerance_level,noise_category,region_category,aqi_value
Abhimanyu,22.49958833,88.38395,61.6,21-01-2018 10:02,Normal,Traffic,Street/Road,0
Abhimanyu,22.49960667,88.38394,64.3,21-01-2018 10:02,Normal,Traffic,Street/Road,0
Abhimanyu,22.499635,88.38393167,60.4,21-01-2018 10:02,Normal,Traffic,Street/Road,0
Abhimanyu,22.49968,88.38390667,57.4,21-01-2018 10:02,Normal,Traffic,Street/Road,0
Abhimanyu,22.49977333,88.38392,61.5,21-01-2018 10:02,Normal,Traffic,Street/Road,0
Abhimanyu,22.49981833,88.38391167,57.8,21-01-2018 10:02,Normal,Traffic,Street/Road,0
Abhimanyu,22.499875,88.38392333,60.1,21-01-2018 10:02,Normal,Traffic,Street/Road,0
Abhimanyu,22.4999,88.38393667,55.8,21-01-2018 10:02,Normal,Traffic,Street/Road,0
Abhimanyu,22.499965,88.38396833,59.9,21-01-2018 10:02,Normal,Traffic,Street/Road,0
Abhimanyu,22.50003167,88.383975,54.1,21-01-2018 10:02,Normal,Traffic,Street/Road,0
Abhimanyu,22.50009333,88.38398833,51.3,21-01-2018 10:02,Normal,Traffic,Street/Road,0
Abhimanyu,22.50014667,88.38399,50.1,21-01-2018 10:03,Normal,Traffic,Street/Road,0
Abhimanyu,22.50017167,88.38397833,53.1,21-01-2018 10:03,Normal,Traffic,Street/Road,0
Abhimanyu,22.500265,88.38397333,56.9,21-01-2018 10:03,Normal,Traffic,Street/Road,0
Abhimanyu,22.50035833,88.38399,55.4,21-01-2018 10:03,Normal,Traffic,Street/Road,0
Abhimanyu,22.500515,88.38400667,58.9,21-01-2018 10:03,Normal,Traffic,Street/Road,0
Abhimanyu,22.50063833,88.38399167,60.6,21-01-2018 10:03,Normal,Traffic,Street/Road,0
Abhimanyu,22.50074167,88.383995,59.5,21-01-2018 10:03,Normal,Traffic,Street/Road,0
Abhimanyu,22.50080333,88.38404,61,21-01-2018 10:03,Normal,Traffic,Street/Road,0
Abhimanyu,22.50088,88.38405333,61.5,21-01-2018 10:03,Normal,Traffic,Street/Road,0
Abhimanyu,22.50092167,88.38407667,60,21-01-2018 10:03,Normal,Traffic,Street/Road,0
Abhimanyu,22.50095833,88.384095,56.3,21-01-2018 10:03,Normal,Traffic,Street/Road,0
Abhimanyu,22.501025,88.38410167,66.6,21-01-2018 10:03,Normal,Traffic,Street/Road,0
Abhimanyu,22.501125,88.38412167,58.3,21-01-2018 10:04,Normal,Traffic,Street/Road,0
Abhimanyu,22.50119667,88.38415167,55.4,21-01-2018 10:04,Normal,Traffic,Street/Road,0
Abhimanyu,22.501295,88.38417,59.4,21-01-2018 10:04,Normal,Traffic,Street/Road,0
Abhimanyu,22.501355,88.38418333,58.8,21-01-2018 10:04,Normal,Traffic,Street/Road,0
Abhimanyu,22.50142333,88.384225,55.7,21-01-2018 10:04,Normal,Traffic,Street/Road,0
Abhimanyu,22.50147,88.38423,57.7,21-01-2018 10:04,Normal,Traffic,Street/Road,0
Abhimanyu,22.50151333,88.384235,60.5,21-01-2018 10:04,Normal,Traffic,Street/Road,0
Abhimanyu,22.50160333,88.38422667,57.8,21-01-2018 10:04,Normal,Traffic,Street/Road,0
Abhimanyu,22.50171,88.38423667,57.8,21-01-2018 10:04,Normal,Traffic,Street/Road,0
Abhimanyu,22.50178167,88.38426833,54.4,21-01-2018 10:04,Normal,Traffic,Street/Road,0
Abhimanyu,22.50187333,88.38427,56.4,21-01-2018 10:04,Normal,Traffic,Street/Road,0
Abhimanyu,22.50193333,88.384275,55,21-01-2018 10:04,Normal,Traffic,Street/Road,0
Abhimanyu,22.50200833,88.38427,56,21-01-2018 10:05,Normal,Traffic,Street/Road,0
Abhimanyu,22.5021,88.384255,57.2,21-01-2018 10:05,Normal,Traffic,Street/Road,0
Abhimanyu,22.50210833,88.38428,56.2,21-01-2018 10:05,Normal,Traffic,Street/Road,0
Abhimanyu,22.50213833,88.384265,62.1,21-01-2018 10:05,Normal,Traffic,Street/Road,0
Abhimanyu,22.50216667,88.38422,60,21-01-2018 10:05,Normal,Traffic,Street/Road,0
Abhimanyu,22.50243333,88.38417,58.7,21-01-2018 10:05,Normal,Traffic,Street/Road,0
Abhimanyu,22.50233167,88.384075,61.8,21-01-2018 10:06,Normal,Traffic,Street/Road,0
Abhimanyu,22.50224,88.38400333,60.7,21-01-2018 10:06,Normal,Traffic,Street/Road,0
Abhimanyu,22.50221833,88.38394,64.6,21-01-2018 10:06,Normal,Traffic,Street/Road,0
Abhimanyu,22.50221167,88.38385333,64.8,21-01-2018 10:06,Normal,Traffic,Street/Road,0
Abhimanyu,22.50222,88.38374667,66.3,21-01-2018 10:06,Normal,Traffic,Street/Road,0
Abhimanyu,22.50220833,88.38363833,67.9,21-01-2018 10:06,Normal,Traffic,Street/Road,0
Abhimanyu,22.50219167,88.38354333,66.4,21-01-2018 10:06,Normal,Traffic,Street/Road,0
Abhimanyu,22.50218333,88.38347333,68.7,21-01-2018 10:06,Normal,Traffic,Street/Road,0
Abhimanyu,22.502155,88.38343167,61.4,21-01-2018 10:06,Normal,Traffic,Street/Road,0
Abhimanyu,22.50215833,88.38334833,60.7,21-01-2018 10:06,Normal,Traffic,Street/Road,0
Abhimanyu,22.50217667,88.383275,60.8,21-01-2018 10:06,Normal,Traffic,Street/Road,0
Abhimanyu,22.50216333,88.38325667,65,21-01-2018 10:06,Normal,Traffic,Street/Road,0
Abhimanyu,22.50214667,88.383225,61.8,21-01-2018 10:07,Normal,Traffic,Street/Road,0
Abhimanyu,22.50216833,88.38318833,56.9,21-01-2018 10:07,Normal,Traffic,Street/Road,0
Abhimanyu,22.50217167,88.38314167,60.2,21-01-2018 10:07,Normal,Traffic,Street/Road,0
Abhimanyu,22.50217,88.383095,61.3,21-01-2018 10:07,Normal,Traffic,Street/Road,0
Abhimanyu,22.50219,88.383055,60.8,21-01-2018 10:07,Normal,Traffic,Street/Road,0
Abhimanyu,22.50219333,88.38297667,58.6,21-01-2018 10:07,Normal,Traffic,Street/Road,0
Abhimanyu,22.50218,88.38289333,64.8,21-01-2018 10:07,Normal,Traffic,Street/Road,0
Abhimanyu,22.50218833,88.38281333,63.6,21-01-2018 10:07,Normal,Traffic,Street/Road,0
Abhimanyu,22.502195,88.38276667,54.2,21-01-2018 10:07,Normal,Traffic,Street/Road,0
Abhimanyu,22.50223167,88.38269833,51.4,21-01-2018 10:07,Normal,Traffic,Street/Road,0
Abhimanyu,22.502255,88.38261667,49.4,21-01-2018 10:07,Normal,Traffic,Street/Road,0
Abhimanyu,22.50227667,88.382535,56,21-01-2018 10:07,Normal,Traffic,Street/Road,0
Abhimanyu,22.50229333,88.38244833,58,21-01-2018 10:08,Normal,Traffic,Street/Road,0
Abhimanyu,22.50231,88.382365,60.1,21-01-2018 10:08,Normal,Traffic,Street/Road,0
Abhimanyu,22.50234,88.382275,59.7,21-01-2018 10:08,Normal,Traffic,Street/Road,0
Abhimanyu,22.50234667,88.38227333,62.1,21-01-2018 10:08,Normal,Traffic,Street/Road,0
Abhimanyu,22.50236,88.38218667,65.8,21-01-2018 10:08,Normal,Traffic,Street/Road,0
Abhimanyu,22.50239333,88.38208833,58.4,21-01-2018 10:08,Normal,Traffic,Street/Road,0
Abhimanyu,22.50242,88.38197333,59.4,21-01-2018 10:08,Normal,Traffic,Street/Road,0
Abhimanyu,22.50243667,88.38186833,61.3,21-01-2018 10:08,Normal,Traffic,Street/Road,0
Abhimanyu,22.50242,88.38179833,66.5,21-01-2018 10:08,Normal,Traffic,Street/Road,0
Abhimanyu,22.50248333,88.38174667,64.5,21-01-2018 10:08,Normal,Traffic,Street/Road,0
Abhimanyu,22.5025,88.38166333,67.7,21-01-2018 10:08,Normal,Traffic,Street/Road,0
Abhimanyu,22.50250833,88.38159167,68.9,21-01-2018 10:08,Normal,Traffic,Street/Road,0
Abhimanyu,22.50256667,88.38153,63,21-01-2018 10:09,Normal,Traffic,Street/Road,0
Abhimanyu,22.50253833,88.38151333,65.3,21-01-2018 10:09,Normal,Traffic,Street/Road,0
Abhimanyu,22.50252,88.38147667,66.8,21-01-2018 10:09,Normal,Traffic,Street/Road,0
Abhimanyu,22.50262,88.38145,63.2,21-01-2018 10:09,Normal,Traffic,Street/Road,0
Abhimanyu,22.50266667,88.38137667,64.6,21-01-2018 10:09,Normal,Traffic,Street/Road,0
Abhimanyu,22.50266,88.381365,67.3,21-01-2018 10:09,Normal,Traffic,Street/Road,0
Abhimanyu,22.50266333,88.38134167,61.7,21-01-2018 10:09,Normal,Traffic,Street/Road,0
Abhimanyu,22.50267833,88.38129,59.5,21-01-2018 10:09,Normal,Traffic,Street/Road,0
Abhimanyu,22.50268333,88.38125333,65.8,21-01-2018 10:09,Normal,Traffic,Street/Road,0
Abhimanyu,22.50269833,88.38118833,66.4,21-01-2018 10:09,Normal,Traffic,Street/Road,0
Abhimanyu,22.50275833,88.38107833,61.4,21-01-2018 10:09,Normal,Traffic,Street/Road,0
Abhimanyu,22.50277333,88.38096333,60.8,21-01-2018 10:09,Normal,Traffic,Street/Road,0
Abhimanyu,22.50278667,88.38086167,66.2,21-01-2018 10:10,Normal,Traffic,Street/Road,0
Abhimanyu,22.50279,88.38081,61.8,21-01-2018 10:10,Normal,Traffic,Street/Road,0
Abhimanyu,22.50280833,88.38074667,59.3,21-01-2018 10:10,Normal,Traffic,Street/Road,0
Abhimanyu,22.50283667,88.38067667,60.9,21-01-2018 10:10,Normal,Traffic,Street/Road,0
Abhimanyu,22.50287833,88.38065,59,21-01-2018 10:10,Normal,Traffic,Street/Road,0
Abhimanyu,22.50292,88.38062,57.4,21-01-2018 10:10,Normal,Traffic,Street/Road,0
Abhimanyu,22.502925,88.38059,57.6,21-01-2018 10:10,Normal,Traffic,Street/Road,0
Abhimanyu,22.50294167,88.38054667,58,21-01-2018 10:10,Normal,Traffic,Street/Road,0
Abhimanyu,22.502955,88.38048833,62.1,21-01-2018 10:10,Normal,Traffic,Street/Road,0
Abhimanyu,22.50297333,88.38043833,62.2,21-01-2018 10:10,Normal,Traffic,Street/Road,0
Abhimanyu,22.50300167,88.38037333,65.8,21-01-2018 10:10,Normal,Traffic,Street/Road,0
Abhimanyu,22.50300833,88.38030333,70.5,21-01-2018 10:10,Normal,Traffic,Street/Road,0
Abhimanyu,22.503015,88.38025167,65.8,21-01-2018 10:11,Normal,Traffic,Street/Road,0
Abhimanyu,22.50301333,88.38019833,60.2,21-01-2018 10:11,Normal,Traffic,Street/Road,0
Abhimanyu,22.50300167,88.38014333,59,21-01-2018 10:11,Normal,Traffic,Street/Road,0
Abhimanyu,22.50299667,88.38006,61,21-01-2018 10:11,Normal,Traffic,Street/Road,0
Abhimanyu,22.50301667,88.37999,61.1,21-01-2018 10:11,Normal,Traffic,Street/Road,0
Abhimanyu,22.50301667,88.37994167,63.3,21-01-2018 10:11,Normal,Traffic,Street/Road,0
Abhimanyu,22.50302667,88.37991833,61,21-01-2018 10:11,Normal,Traffic,Street/Road,0
Abhimanyu,22.503015,88.37983833,57.3,21-01-2018 10:11,Normal,Traffic,Street/Road,0
Abhimanyu,22.50299,88.37976333,57,21-01-2018 10:11,Normal,Traffic,Street/Road,0
Abhimanyu,22.502985,88.37966667,61.8,21-01-2018 10:11,Normal,Traffic,Street/Road,0
Abhimanyu,22.502965,88.37959333,64.1,21-01-2018 10:11,Normal,Traffic,Street/Road,0
Abhimanyu,22.50295833,88.379515,60.7,21-01-2018 10:11,Normal,Traffic,Street/Road,0
Abhimanyu,22.50294667,88.379405,62.6,21-01-2018 10:12,Normal,Traffic,Street/Road,0
Abhimanyu,22.50297,88.37929667,62.7,21-01-2018 10:12,Normal,Traffic,Street/Road,0
Abhimanyu,22.50299,88.37916833,58.7,21-01-2018 10:12,Normal,Traffic,Street/Road,0
Abhimanyu,22.50300167,88.37905,57.2,21-01-2018 10:12,Normal,Traffic,Street/Road,0
Abhimanyu,22.502985,88.37896833,61.4,21-01-2018 10:12,Normal,Traffic,Street/Road,0
Abhimanyu,22.50297833,88.37890167,60.4,21-01-2018 10:12,Normal,Traffic,Street/Road,0
Abhimanyu,22.502975,88.37885,56.4,21-01-2018 10:12,Normal,Traffic,Street/Road,0
Abhimanyu,22.50295667,88.37879667,55.2,21-01-2018 10:12,Normal,Traffic,Street/Road,0
Abhimanyu,22.50293667,88.37874167,59.8,21-01-2018 10:12,Normal,Traffic,Street/Road,0
Abhimanyu,22.50291167,88.378715,58.7,21-01-2018 10:12,Normal,Traffic,Street/Road,0
Abhimanyu,22.502885,88.37868833,62,21-01-2018 10:12,Normal,Traffic,Street/Road,0
Abhimanyu,22.50293667,88.37865167,60.9,21-01-2018 10:12,Normal,Traffic,Street/Road,0
Abhimanyu,22.50304333,88.378605,60.3,21-01-2018 10:13,Normal,Traffic,Street/Road,0
Abhimanyu,22.50308,88.37851667,60,21-01-2018 10:13,Normal,Traffic,Street/Road,0
Abhimanyu,22.50313,88.37841,66.6,21-01-2018 10:13,Normal,Traffic,Street/Road,0
Abhimanyu,22.50315667,88.37832833,68.3,21-01-2018 10:13,Normal,Traffic,Street/Road,0
Abhimanyu,22.50314833,88.378275,59.2,21-01-2018 10:13,Normal,Traffic,Street/Road,0
Abhimanyu,22.50315667,88.37821167,58.6,21-01-2018 10:13,Normal,Traffic,Street/Road,0
Abhimanyu,22.503145,88.37812833,67.9,21-01-2018 10:13,Normal,Traffic,Street/Road,0
Abhimanyu,22.50314667,88.37805833,67.1,21-01-2018 10:13,Normal,Traffic,Street/Road,0
Abhimanyu,22.50315333,88.377985,61.9,21-01-2018 10:13,Normal,Traffic,Street/Road,0
Abhimanyu,22.50314667,88.37788167,65.9,21-01-2018 10:13,Normal,Traffic,Street/Road,0
Abhimanyu,22.50317833,88.37777667,65.7,21-01-2018 10:13,Normal,Traffic,Street/Road,0
Abhimanyu,22.50318667,88.37768833,70.6,21-01-2018 10:13,Normal,Traffic,Street/Road,0
Abhimanyu,22.503195,88.377605,65.3,21-01-2018 10:14,Normal,Traffic,Street/Road,0
Abhimanyu,22.50321167,88.37751167,62.6,21-01-2018 10:14,Normal,Traffic,Street/Road,0
Abhimanyu,22.50321833,88.377445,68.6,21-01-2018 10:14,Normal,Traffic,Street/Road,0
Abhimanyu,22.50322667,88.37737167,65,21-01-2018 10:14,Normal,Traffic,Street/Road,0
Abhimanyu,22.50324,88.37732833,62.8,21-01-2018 10:14,Normal,Traffic,Street/Road,0
Abhimanyu,22.50325167,88.37729167,63.2,21-01-2018 10:14,Normal,Traffic,Street/Road,0
Abhimanyu,22.503265,88.377285,63.6,21-01-2018 10:14,Normal,Traffic,Street/Road,0
Abhimanyu,22.50326,88.37726167,59.4,21-01-2018 10:14,Normal,Traffic,Street/Road,0
Abhimanyu,22.50325667,88.377245,54.9,21-01-2018 10:14,Normal,Traffic,Street/Road,0
Abhimanyu,22.50325,88.377225,57.7,21-01-2018 10:14,Normal,Traffic,Street/Road,0
Abhimanyu,22.50325833,88.377195,57,21-01-2018 10:14,Normal,Traffic,Street/Road,0
Abhimanyu,22.50325667,88.37717,58.5,21-01-2018 10:14,Normal,Traffic,Street/Road,0
Abhimanyu,22.50326,88.37711167,57.2,21-01-2018 10:15,Normal,Traffic,Street/Road,0
Abhimanyu,22.50330833,88.377025,54.6,21-01-2018 10:15,Normal,Traffic,Street/Road,0
Abhimanyu,22.50332167,88.37695333,56.3,21-01-2018 10:15,Normal,Traffic,Street/Road,0
Abhimanyu,22.503345,88.37683833,58.2,21-01-2018 10:15,Normal,Traffic,Street/Road,0
Abhimanyu,22.50333,88.37672167,54.9,21-01-2018 10:15,Normal,Traffic,Street/Road,0
Abhimanyu,22.50336333,88.37662167,56.4,21-01-2018 10:15,Normal,Traffic,Street/Road,0
Abhimanyu,22.50339667,88.37654833,57.3,21-01-2018 10:15,Normal,Traffic,Street/Road,0
Abhimanyu,22.503455,88.37643833,58.8,21-01-2018 10:15,Normal,Traffic,Street/Road,0
Abhimanyu,22.50349,88.37634333,60.8,21-01-2018 10:15,Normal,Traffic,Street/Road,0
Abhimanyu,22.50349333,88.37624,61.9,21-01-2018 10:15,Normal,Traffic,Street/Road,0
Abhimanyu,22.50350667,88.37614333,59,21-01-2018 10:15,Normal,Traffic,Street/Road,0
Abhimanyu,22.50359167,88.37607333,57.1,21-01-2018 10:15,Normal,Traffic,Street/Road,0
Abhimanyu,22.50360333,88.375985,61.5,21-01-2018 10:16,Normal,Traffic,Street/Road,0
Abhimanyu,22.50359333,88.375905,59.7,21-01-2018 10:16,Normal,Traffic,Street/Road,0
Abhimanyu,22.50363333,88.37577667,59.4,21-01-2018 10:16,Normal,Traffic,Street/Road,0
Abhimanyu,22.50366667,88.37572,57.5,21-01-2018 10:16,Normal,Traffic,Street/Road,0
Abhimanyu,22.503675,88.375635,57.1,21-01-2018 10:16,Normal,Traffic,Street/Road,0
Abhimanyu,22.50367667,88.37553333,49.7,21-01-2018 10:16,Normal,Traffic,Street/Road,0
Abhimanyu,22.50369,88.37548833,54.2,21-01-2018 10:16,Normal,Traffic,Street/Road,0
Abhimanyu,22.50369,88.37542667,58.8,21-01-2018 10:16,Normal,Traffic,Street/Road,0
Abhimanyu,22.50373167,88.37534333,53.3,21-01-2018 10:16,Normal,Traffic,Street/Road,0
Abhimanyu,22.50371667,88.37525167,50,21-01-2018 10:16,Normal,Traffic,Street/Road,0
Abhimanyu,22.50370667,88.375145,49.7,21-01-2018 10:16,Normal,Traffic,Street/Road,0
Abhimanyu,22.50373,88.37506333,53.6,21-01-2018 10:17,Normal,Traffic,Street/Road,0
Abhimanyu,22.50375833,88.37499667,60.5,21-01-2018 10:17,Normal,Traffic,Street/Road,0
Abhimanyu,22.503795,88.37493333,53.2,21-01-2018 10:17,Normal,Traffic,Street/Road,0
Abhimanyu,22.50380833,88.37486,53.3,21-01-2018 10:17,Normal,Traffic,Street/Road,0
Abhimanyu,22.50381,88.37481167,58.3,21-01-2018 10:17,Normal,Traffic,Street/Road,0
Abhimanyu,22.50382167,88.37477167,56.6,21-01-2018 10:17,Normal,Traffic,Street/Road,0
Abhimanyu,22.50380833,88.374745,55.5,21-01-2018 10:17,Normal,Traffic,Street/Road,0
Abhimanyu,22.503815,88.37472833,57.5,21-01-2018 10:17,Normal,Traffic,Street/Road,0
Abhimanyu,22.50381667,88.374695,58.9,21-01-2018 10:17,Normal,Traffic,Street/Road,0
Abhimanyu,22.50382167,88.37465333,55.6,21-01-2018 10:17,Normal,Traffic,Street/Road,0
Abhimanyu,22.50383333,88.37461667,56.3,21-01-2018 10:17,Normal,Traffic,Street/Road,0
Abhimanyu,22.50386667,88.37457333,54.7,21-01-2018 10:17,Normal,Traffic,Street/Road,0
Abhimanyu,22.503885,88.37452333,56.9,21-01-2018 10:18,Normal,Traffic,Street/Road,0
Abhimanyu,22.50390833,88.37448167,57.4,21-01-2018 10:18,Normal,Traffic,Street/Road,0
Abhimanyu,22.50393333,88.37443667,61.4,21-01-2018 10:18,Normal,Traffic,Street/Road,0
Abhimanyu,22.50395167,88.37437,62.4,21-01-2018 10:18,Normal,Traffic,Street/Road,0
Abhimanyu,22.50396667,88.374305,60.4,21-01-2018 10:18,Normal,Traffic,Street/Road,0
Abhimanyu,22.50401333,88.374215,52.5,21-01-2018 10:18,Normal,Traffic,Street/Road,0
Abhimanyu,22.50406,88.37413,53.2,21-01-2018 10:18,Normal,Traffic,Street/Road,0
Abhimanyu,22.50409167,88.37401333,60.2,21-01-2018 10:18,Normal,Traffic,Street/Road,0
Abhimanyu,22.50412333,88.373925,68.1,21-01-2018 10:18,Normal,Traffic,Street/Road,0
Abhimanyu,22.50412667,88.373875,63.4,21-01-2018 10:18,Normal,Traffic,Street/Road,0
Abhimanyu,22.50412667,88.37383167,53.6,21-01-2018 10:18,Normal,Traffic,Street/Road,0
Abhimanyu,22.50413333,88.37378,56.2,21-01-2018 10:18,Normal,Traffic,Street/Road,0
Abhimanyu,22.504135,88.37371833,61.7,21-01-2018 10:19,Normal,Traffic,Street/Road,0
Abhimanyu,22.50413667,88.373615,61.9,21-01-2018 10:19,Normal,Traffic,Street/Road,0
Abhimanyu,22.50418167,88.37352333,61.1,21-01-2018 10:19,Normal,Traffic,Street/Road,0
Abhimanyu,22.50419833,88.373425,60.8,21-01-2018 10:19,Normal,Traffic,Street/Road,0
Abhimanyu,22.50421,88.37338833,54.6,21-01-2018 10:19,Normal,Traffic,Street/Road,0
Abhimanyu,22.50418,88.37335167,56.5,21-01-2018 10:19,Normal,Traffic,Street/Road,0
Abhimanyu,22.50417167,88.373275,63.5,21-01-2018 10:19,Normal,Traffic,Street/Road,0
Abhimanyu,22.50415,88.37320333,58.7,21-01-2018 10:19,Normal,Traffic,Street/Road,0
Abhimanyu,22.50415,88.37315167,58.2,21-01-2018 10:19,Normal,Traffic,Street/Road,0
Abhimanyu,22.50413667,88.37312333,60.5,21-01-2018 10:19,Normal,Traffic,Street/Road,0
Abhimanyu,22.50412333,88.37309333,62.2,21-01-2018 10:19,Normal,Traffic,Street/Road,0
Abhimanyu,22.504095,88.37304167,55.9,21-01-2018 10:19,Normal,Traffic,Street/Road,0
Abhimanyu,22.50407167,88.37295167,53.1,21-01-2018 10:20,Normal,Traffic,Street/Road,0
Abhimanyu,22.50406,88.37283833,63.8,21-01-2018 10:20,Normal,Traffic,Street/Road,0
Abhimanyu,22.504045,88.37276333,60,21-01-2018 10:20,Normal,Traffic,Street/Road,0
Abhimanyu,22.50403167,88.37271333,54.5,21-01-2018 10:20,Normal,Traffic,Street/Road,0
Abhimanyu,22.50402667,88.3727,59.9,21-01-2018 10:20,Normal,Traffic,Street/Road,0
Abhimanyu,22.50401333,88.372635,51,21-01-2018 10:20,Normal,Traffic,Street/Road,0
Abhimanyu,22.503995,88.37253333,53.6,21-01-2018 10:20,Normal,Traffic,Street/Road,0
Abhimanyu,22.503985,88.37244167,54.7,21-01-2018 10:20,Normal,Traffic,Street/Road,0
Abhimanyu,22.503985,88.37235333,58,21-01-2018 10:20,Normal,Traffic,Street/Road,0
Abhimanyu,22.50396667,88.37232167,60.1,21-01-2018 10:20,Normal,Traffic,Street/Road,0
Abhimanyu,22.50394667,88.37228333,59.6,21-01-2018 10:20,Normal,Traffic,Street/Road,0
Abhimanyu,22.50392667,88.37222667,61.9,21-01-2018 10:20,Normal,Traffic,Street/Road,0
Abhimanyu,22.50391167,88.37213167,56.6,21-01-2018 10:21,Normal,Traffic,Street/Road,0
Abhimanyu,22.50389833,88.37201833,51.2,21-01-2018 10:21,Normal,Traffic,Street/Road,0
Abhimanyu,22.503885,88.37196,55.4,21-01-2018 10:21,Normal,Traffic,Street/Road,0
Abhimanyu,22.50387333,88.37193,60.2,21-01-2018 10:21,Normal,Traffic,Street/Road,0
Abhimanyu,22.503865,88.37189333,62.2,21-01-2018 10:21,Normal,Traffic,Street/Road,0
Abhimanyu,22.50385,88.37185833,63.3,21-01-2018 10:21,Normal,Traffic,Street/Road,0
Abhimanyu,22.50383,88.37182833,61.5,21-01-2018 10:21,Normal,Traffic,Street/Road,0
Abhimanyu,22.50381,88.371725,61.7,21-01-2018 10:21,Normal,Traffic,Street/Road,0
Abhimanyu,22.50381167,88.37158667,60.6,21-01-2018 10:21,Normal,Traffic,Street/Road,0
Abhimanyu,22.50381,88.37147833,58.6,21-01-2018 10:21,Normal,Traffic,Street/Road,0
Abhimanyu,22.50381833,88.37142833,62.3,21-01-2018 10:21,Normal,Traffic,Street/Road,0
Abhimanyu,22.503795,88.37140333,57.9,21-01-2018 10:21,Normal,Traffic,Street/Road,0
Abhimanyu,22.50377333,88.371355,59.8,21-01-2018 10:22,Normal,Traffic,Street/Road,0
Abhimanyu,22.503755,88.37129833,55.4,21-01-2018 10:22,Normal,Traffic,Street/Road,0
Abhimanyu,22.50373167,88.371245,56.7,21-01-2018 10:22,Normal,Traffic,Street/Road,0
Abhimanyu,22.50371167,88.37119667,51,21-01-2018 10:22,Normal,Traffic,Street/Road,0
Abhimanyu,22.50369833,88.371115,56,21-01-2018 10:22,Normal,Traffic,Street/Road,0
Abhimanyu,22.503675,88.37104333,57.1,21-01-2018 10:22,Normal,Traffic,Street/Road,0
Abhimanyu,22.503665,88.37095833,57.8,21-01-2018 10:22,Normal,Traffic,Street/Road,0
Abhimanyu,22.50365167,88.37084833,60.8,21-01-2018 10:22,Normal,Traffic,Street/Road,0
Abhimanyu,22.503645,88.37073167,58.4,21-01-2018 10:22,Normal,Traffic,Street/Road,0
Abhimanyu,22.50361833,88.37062833,59.9,21-01-2018 10:22,Normal,Traffic,Street/Road,0
Abhimanyu,22.50359667,88.37054,60.5,21-01-2018 10:22,Normal,Traffic,Street/Road,0
Abhimanyu,22.50358333,88.37048833,57.8,21-01-2018 10:22,Normal,Traffic,Street/Road,0
Abhimanyu,22.503575,88.37043667,54,21-01-2018 10:23,Normal,Traffic,Street/Road,0
Abhimanyu,22.50355833,88.37038667,59.8,21-01-2018 10:23,Normal,Traffic,Street/Road,0
Abhimanyu,22.503555,88.37033667,59.4,21-01-2018 10:23,Normal,Traffic,Street/Road,0
Abhimanyu,22.50353833,88.370285,58,21-01-2018 10:23,Normal,Traffic,Street/Road,0
Abhimanyu,22.50355667,88.37022667,54.7,21-01-2018 10:23,Normal,Traffic,Street/Road,0
